celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,avg_judge_score
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7,5,6,N/A,8,8,8,N/A,9,9,9,N/A,8,8,8,N/A,8,8,8,N/A,10,9,10,N/A,10,9.5,10,N/A,10,9.5,9.5,N/A,10,10,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6852
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,N/A,7,6.5,7,N/A,8,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8889
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,5,6,N/A,7.5,6.5,7.5,N/A,7,7,7,N/A,7,7,7,N/A,8,8,8,N/A,6,7,6,N/A,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2143
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,6,7,N/A,9,8,9,N/A,9,9,9,N/A,10,9,10,N/A,9,8,10,N/A,10,10,10,N/A,10,9,10,N/A,9,9,9.5,N/A,10,10,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.0926
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6,6,6,N/A,6.5,6,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0833
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7,6.5,N/A,8,7.5,7.5,N/A,8,8,8,N/A,9,8,9,N/A,9,8,8,N/A,8,8,8,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8889
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8,7,8,N/A,8,7.5,8,N/A,9,8,9,N/A,7,7,8,N/A,9,8,9,N/A,8,9,9,N/A,9,8.5,9,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2381
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6,5.5,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.8333
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,6,7,N/A,7,6,6.5,N/A,8,7,8,N/A,7,6,7,N/A,7,7,7,N/A,8,7,7,N/A,9,8.5,9,N/A,7.5,7.5,7.5,N/A,9,9,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4630
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8,7,8,N/A,9,8,9,N/A,9,9,9,N/A,9,8,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5000
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,7.5,7.5,N/A,8,8.5,8,N/A,9,8,9,N/A,8,8,9,N/A,10,9,10,N/A,9,9,9,N/A,9,9,9.5,N/A,9.5,9.5,10,N/A,9.5,9.5,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8333
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,4,5,N/A,5.5,6,6,N/A,6,6,6,N/A,5,5,5,N/A,6,5,6,N/A,8,7,7,N/A,8,7.5,8,N/A,8,7.5,7.5,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.2500
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5,5,5,N/A,7,7,7,N/A,8,8,8,N/A,7,7,6,6,8,8,8,N/A,9,9,9,N/A,8,8,8,N/A,8.6666,8.6666,8.6666,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,7.4800
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7,7,7,N/A,7,6,7,N/A,8,7,8,N/A,7,7,7,7,9,8,9,N/A,9,9,9,N/A,9,9,9,N/A,10.6666,10.6666,10.6666,N/A,9,8.5,9.5,9,8.5,8.5,8.5,N/A,0,0,0,N/A,8.2969
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6,5,5,N/A,7,6,7,N/A,7,6,7,N/A,8,8,8,8,9,8,9,N/A,9,8,9,N/A,8.5,8.5,8.5,N/A,9.6666,9.6666,10.6666,N/A,9,9,9.5,9.5,9.5,9.5,9.5,N/A,10,9.5,10,N/A,8.3000
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5,5,5,N/A,5,5,5,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,5.0000
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5,3,3,N/A,4,4,4,N/A,4,4,4,N/A,5,7,4,4,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,4.2308
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6,6,6,N/A,6,6,6,N/A,7,8,8,N/A,7,8,8,8,8,8,8,N/A,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,7.4211
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4,4,4,N/A,6,5,5,N/A,5,5,5,N/A,5,6,5,5,7,6,6,N/A,7,7,7,N/A,7,7,7,N/A,7,7,6,N/A,6.5,6,6.5,6,0,0,0,N/A,0,0,0,N/A,5.8621
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6,5,6,N/A,5,5,5,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,5.3333
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7,6,6,N/A,6,6,7,N/A,6,7,7,N/A,8,8,8,8,8,7,8,N/A,9,8,9,N/A,9,9,9,N/A,8,8,8,N/A,9,9,8.5,8.5,9,9,9,N/A,9.5,9.5,9.5,N/A,8.0143
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5,5,6,N/A,7,6,7,N/A,8,8,8,N/A,8,8,8,8,9,9,9,N/A,8,9,8,N/A,9,9,9,N/A,10,10,10,N/A,10,10,10,10,10,9.5,10,N/A,10,10,10,N/A,8.5857
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6,5,6,N/A,7,5,7,N/A,5,5,6,N/A,7,7,7,7,7,7,7,N/A,9,8,8,N/A,8.5,8,8,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,6.8409
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7,7,6,N/A,8,8,8,N/A,7,7,7,N/A,8,8,8,8,9,7,9,N/A,8,8,8,N/A,8.5,9,8.5,N/A,10.6666,9.6666,10.6666,N/A,9,8.5,9,9,9,9,9,N/A,10,9.5,9.5,N/A,8.4143
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6,6,6,N/A,6,6,6,N/A,5,5,5,N/A,7,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6.0000
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6,6,6,N/A,7,7,6,N/A,7,6,7,N/A,7,7,7,N/A,7,6,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6.5333
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,5,4,N/A,6,6,6,N/A,7,7,8,N/A,7,8,7,N/A,6,6,7,N/A,8,8,8,N/A,9,9,8,N/A,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,7.1250
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,7,7,N/A,5,5,5,N/A,6,6,6,N/A,10,9,9,N/A,8,8,8,N/A,6,6,6,N/A,9,9,9,N/A,8.6666,9.6666,8.6666,N/A,9.6666,9.6666,9.6666,N/A,9.5,9.5,9.5,N/A,0,0,0,N/A,7.8500
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,7,7,N/A,7,7,7,N/A,7,6,6,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,N/A,9,9,8,N/A,9.6666,9.6666,9.6666,N/A,8.6666,8.6666,8.6666,N/A,9.5,10,9.5,N/A,10,10,10,N/A,8.3636
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4,4,4,N/A,5,5,5,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4.5000
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,6,6,N/A,6,6,6,N/A,8,7,7,N/A,8,7,7,N/A,7,7,7,N/A,7,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6.7222
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,6,6,N/A,6,6,6,N/A,8,8,8,N/A,8,8,8,N/A,10,10,9,N/A,7,8,7,N/A,9,9,9,N/A,10,10,10,N/A,10,10,10,N/A,9.5,9.5,9.5,N/A,0,0,0,N/A,8.3500
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,7,6,N/A,7,7,7,N/A,8,8,8,N/A,8,8,8,N/A,8,9,9,N/A,9,9,8,N/A,10,10,10,N/A,10,10,10,N/A,9.6666,9.6666,9.6666,N/A,10,10,10,N/A,10,10,10,N/A,8.7879
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,6,6,N/A,7,6,6,N/A,7,7,7,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,N/A,9,8,9,N/A,9,9,9,N/A,7.6666,8.6666,8.6666,N/A,0,0,0,N/A,0,0,0,N/A,7.8148
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,5,6,N/A,6,6,6,N/A,6,6,6,N/A,7,7,7,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,N/A,8,8,8,N/A,8,8,8,N/A,9.5,9,9.5,N/A,9.5,9.5,9.5,N/A,7.6515
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6,7,7,N/A,7,8,7,N/A,8,7,8,N/A,9,8,8,N/A,9,9,9,N/A,9,9,9,N/A,7,9,8,N/A,9,10,9,N/A,10,10,10,N/A,10,10,10,N/A,10,10,10,N/A,8.6667
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4,4,3,N/A,6,5,5,N/A,5,4,3,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4.3333
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,7,6,N/A,5,6,5,N/A,7,7,7,N/A,8,8,8,N/A,9,9,8,N/A,9,9,9,N/A,7,8,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,7.3810
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6,6,6,N/A,6,6,6,N/A,7,7,8,N/A,7,7,7,N/A,8,8,8,N/A,8,8,9,N/A,8,9,8,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,7.2857
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4,3,3,3,4,3,4,4,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,3.5000
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6,6,6,6,6,5,6,6,7,6,6,N/A,6.5,6,7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.1333
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7,6,7,6,7,6,7,7,8,7,8,N/A,9,9.5,9,9,9,9,9,9,8,9,8,9,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9,9,0,0,0,0,N/A,N/A,N/A,N/A,8.5286
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6,6,6,6,5,5,6,6,7,6,7,N/A,7,6.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.3000
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6,6,6,6,7,5,7,7,7,7,8,N/A,8.5,7.5,8.5,8,8,8,8,8,9,8,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.5000
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7,7,7,7,7,7,7,7,7,7,7,N/A,8.5,8,9,8.5,9,9,9,9,9,9,9,9,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10,9,9.5,9,0,0,0,0,N/A,N/A,N/A,N/A,8.4714
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7,4,5,5,7,6,6,6,7,6,6,N/A,8.5,6.5,8.5,8,7,7,7,7,10,10,10,10,9.5,7.5,8.5,8.5,9,8,9,9,9.5,9,10,9,10,10,10,10,N/A,N/A,N/A,N/A,7.9744
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6,6,6,6,6,6,6,6,6,6,6,N/A,7.5,6.5,7.5,7.5,8,8,8,8,9,9,9,9,8.5,8.5,9.5,9.5,10,10,9,9,9,9,8.5,9,9.5,9.5,9.5,9.5,N/A,N/A,N/A,N/A,7.9615
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7,7,6,7,7,7,8,8,7,7,8,N/A,8,8,8.5,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.7895
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6,5,6,5,7,6,7,7,6,6,8,N/A,8.5,7.5,8.5,8,8,8,9,9,10,9,10,9,9,9,10,10,8,8,8,8,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.8548
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7,6,6,6,7,6,7,7,8,8,8,N/A,8,9,9,9,9,9,9,9,9,9,9,9,11,9,11,11,9,9,9,9,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,8.4194
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8,7,7,7,8,8,7,8,8,8,8,N/A,8.5,8.5,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10.5,9.5,10.5,10.5,10,10,10,10,10,10,10,10,N/A,N/A,N/A,N/A,9.2051
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6,7,6,6,6,6,6,6,7,7,7,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.3636
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7,6,6,7,6,6,6,6,7,7,7,N/A,7,7,8,7.5,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.3261
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7,7,7,7,8,8,8,8,8,8,8,N/A,8.5,8.5,8.5,8.5,10,10,9,10,9,9,10,10,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10,10,10,9.5,10,9.5,10,N/A,N/A,N/A,N/A,8.9615
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,4.5000
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6,5,5,5,5,6,5,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,5.5000
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.8000
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6,5,6,6,6,6,6,6,8,7,7,7,7,7,7,7,9,8.5,9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.9500
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5,5,5,6,7,7,8,8,7,6,7,7,7,7,7,7,9,9,9,9,9,8,8,9,10,9,10,10,9.25,10.25,9.25,10.25,8.5,8,8,8,0,0,0,0,N/A,N/A,N/A,N/A,7.9583
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7,6,7,7,7,7,7,8,8,7,8,8,7,7,7,8,8.125,8.125,8.625,8.625,9,8,8,9,9,8.5,9.5,9.5,10,9,10,10,9,8,9,8.5,0,0,0,0,N/A,N/A,N/A,N/A,8.1528
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,10.125,10.125,10.125,10.625,8,9,8,9,9.5,9,9.5,10,11.25,11.25,11.25,11.25,9.5,9,9,9,9.5,9.5,9.5,9.5,N/A,N/A,N/A,N/A,9.0625
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5,5,5,5,6,6,7,7,6,6,6,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.0000
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5,5,5,5,7,6,6,6,6,6,7,7,8,7,8,8,8.875,8.875,9.375,8.875,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.0833
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,6,6,7,7,6,7,7,7,7,7,8,9,8,8,9,8.875,8.375,8.875,9.375,9,8,8,9,8.5,9,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.8571
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6,6,6,6,7,7,7,7,8,8,8,8,9,8,8,9,9.625,10.125,9.625,9.625,9,9,9,9,8.5,9,9,8.5,9,8,9,9,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,8.2188
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10.375,10.375,10.375,10.875,10,10,10,10,9.5,9.5,10,10,11.25,11.25,11.25,11.25,10,10,10,10,10,10,10,10,N/A,N/A,N/A,N/A,9.4750
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5,5,5,5,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,5.3750
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4,4,5,4,7,6,7,7,6,5,6,6,8,7,7,7,7.75,7.75,7.75,7.75,7,7,7,7,7.5,8,8,8,8,7,7,7,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.7344
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7,7,7,7,7,7,7,7,8,7,7,8,8,8,8,8,9.75,9.25,9.75,9.75,9,9,9,9,9,9.5,9,9,11.25,10.25,10.25,10.25,9.5,9,9,9,9.5,9.5,9.5,9.5,N/A,N/A,N/A,N/A,8.6375
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,10.25,10.25,10.25,10.25,9,9,9,10,9,9,8.5,9,10,10,10,10,10,10,10,10,10,10,10,10,N/A,N/A,N/A,N/A,9.0625
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5,5,5,N/A,6,5,5,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,5.1667
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6,5,6,N/A,6,6,6,N/A,6,6,7,7,7,7,7,N/A,7,8,7,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,6.5000
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6,5,5,N/A,5,5,5,N/A,6,6,7,6,6,6,6,N/A,8,8,8,N/A,8.25,7.25,8.25,8.25,8,8,8.5,8,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0,N/A,0,0,0,N/A,7.0536
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5,4,4,N/A,7,6,6,N/A,6,6,6,6,6,6,6,N/A,7,7,7,N/A,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,N/A,9,8.5,9,N/A,7.3947
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6,6,6,N/A,8,8,8,N/A,8,8,8,8,9,9,9,N/A,9,10,9,N/A,10.25,10.25,11.25,10.25,9.5,9,9.5,9,10,10,10,10,9.75,9.75,10.75,10.75,10,10,10,N/A,10,10,10,N/A,9.1842
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6,6,6,N/A,5,5,5,N/A,5,5,6,6,7,7,7,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,5.8462
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4,4,4,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,4.0000
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4,4,4,N/A,6,6,6,N/A,5,5,5,5,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,5.0000
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7,7,7,N/A,8,8,8,N/A,9,8,9,8,8,8,8,N/A,9,9,9,N/A,9.75,9.75,9.75,9.75,8.5,8.5,10,9,8,9,8,8,10.75,10.75,10.75,10.75,9.5,9.5,9.5,N/A,10,10,10,N/A,8.9342
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6,7,6,N/A,7,7,7,N/A,7,6,7,7,7,7,8,N/A,8,8,8,N/A,9,9,9,10,9.5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,7.7708
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4,4,4,N/A,5,5,5,N/A,6,5,7,6,7,7,7,N/A,6,6,6,N/A,7.25,7.25,7.25,7.25,8,8,8,8,7,7,7,7,8,7,8,7,0,0,0,N/A,0,0,0,N/A,6.5312
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5,5,5,N/A,4,4,4,N/A,7,5,6,5,7,6,6,N/A,8,8,8,N/A,8.5,8.5,7.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,6.3000
